id_solicitud,id_cliente,fecha_solicitud,tipo_credito,importe_solicitado,plazo_meses,finalidad,score_solicitud,ratio_endeudamiento,estado_solicitud,motivo_rechazo
2771,3659,2024-05-30,personal,17902.06,24,reforma,674,33.49,aprobada,\N
2772,3660,2023-03-02,personal,4730.22,12,vehiculo,760,20.52,aprobada,\N
2773,3664,2026-03-30,personal,5097.47,24,reforma,337,95,rechazada,score_crediticio_bajo
2774,3665,2025-06-07,personal,3032.14,48,vivienda,784,27.91,aprobada,\N
2775,3666,2026-06-04,vehiculo,12471.75,84,liquidez,733,6.57,aprobada,\N
2776,3666,2025-12-02,personal,6078.41,12,consumo,742,24.88,aprobada,\N
2777,3668,2026-05-08,vehiculo,13733.2,60,vivienda,738,27.04,aprobada,\N
2778,3669,2026-05-24,vehiculo,24509.68,48,consumo,689,50.37,aprobada,\N
2779,3669,2025-06-10,personal,17144.31,36,vehiculo,698,50.87,aprobada,\N
2780,3670,2024-12-07,personal,29151.77,36,vehiculo,716,30.24,aprobada,\N
2781,3672,2024-10-15,vehiculo,41742.98,60,consumo,680,42.74,aprobada,\N
2782,3672,2026-03-31,personal,24301.68,24,vivienda,667,28.33,aprobada,\N
2783,3673,2026-04-24,vehiculo,14770.73,48,reforma,803,32.87,aprobada,\N
2784,3673,2026-05-14,vehiculo,8554.7,84,vivienda,786,16.86,aprobada,\N
2785,3679,2025-05-01,personal,22550.54,48,consumo,670,33.94,aprobada,\N
2786,3680,2023-09-12,vehiculo,28330.14,48,liquidez,555,35.43,rechazada,score_crediticio_bajo
2787,3680,2024-04-09,personal,20258.41,60,liquidez,586,34.57,rechazada,score_crediticio_bajo
2788,3682,2024-10-04,vehiculo,21269.53,84,consumo,732,16.3,aprobada,\N
2789,3683,2025-09-02,vehiculo,43612.6,36,reforma,732,34.14,aprobada,\N
2790,3683,2025-07-11,personal,6220.55,24,vehiculo,713,35.12,aprobada,\N
2791,3684,2023-06-15,personal,23574.45,36,reforma,751,0,aprobada,\N
2792,3687,2025-05-31,vehiculo,29782.95,72,reforma,707,17.59,aprobada,\N
2793,3690,2026-06-10,vehiculo,13855.13,72,liquidez,568,18.36,rechazada,score_crediticio_bajo
2794,3690,2026-06-26,vehiculo,19104.14,84,liquidez,533,37.06,rechazada,score_crediticio_bajo
2795,3690,2026-06-12,hipotecario,312449.68,360,vivienda,515,56.98,rechazada,score_crediticio_bajo
2796,3691,2023-09-30,vehiculo,29049.82,48,vehiculo,659,70.53,rechazada,endeudamiento_elevado
2797,3693,2026-06-06,vehiculo,41547.55,60,liquidez,645,46.15,aprobada,\N
2798,3694,2023-08-28,personal,19221.79,24,vivienda,734,46.75,aprobada,\N
2799,3696,2024-01-18,personal,9764.78,48,reforma,673,39.25,aprobada,\N
2800,3696,2024-08-29,personal,2793.45,24,reforma,684,6.97,aprobada,\N
2801,3699,2023-04-22,personal,10957.74,48,vivienda,524,42.81,rechazada,score_crediticio_bajo
2802,3699,2024-06-07,personal,13313.38,12,liquidez,528,22.71,rechazada,score_crediticio_bajo
2803,3700,2026-06-23,personal,2010.37,12,vehiculo,739,39.35,aprobada,\N
2804,3701,2023-06-30,vehiculo,12897.5,60,liquidez,649,36.17,aprobada,\N
2805,3701,2024-10-08,vehiculo,24508.74,60,vehiculo,673,34.69,aprobada,\N
2806,3703,2025-11-05,vehiculo,31102.29,84,consumo,718,34.67,aprobada,\N
2807,3703,2026-05-03,vehiculo,40083.8,60,liquidez,723,10.71,aprobada,\N
2808,3704,2026-05-30,personal,27741.83,24,vehiculo,767,29.76,aprobada,\N
2809,3704,2023-09-06,vehiculo,30664.91,48,consumo,741,0,aprobada,\N
2810,3705,2025-03-19,personal,13192.22,36,liquidez,675,33.33,aprobada,\N
2811,3706,2025-02-01,personal,12548.64,36,vehiculo,654,21.81,aprobada,\N
2812,3708,2025-12-11,hipotecario,129354.18,240,reforma,631,39.13,aprobada,\N
2813,3709,2026-01-11,vehiculo,44677.19,84,liquidez,741,54.84,aprobada,\N
2814,3709,2023-04-26,vehiculo,16511.59,48,vivienda,758,0.17,aprobada,\N
2815,3710,2025-05-18,hipotecario,180592.95,240,vivienda,690,54.18,rechazada,criterios_riesgo
2816,3713,2026-05-11,personal,6772.05,60,liquidez,675,24.03,aprobada,\N
2817,3713,2026-06-28,hipotecario,255046.25,240,liquidez,678,38.57,aprobada,\N
2818,3714,2025-04-23,vehiculo,23958.14,60,reforma,780,37.83,aprobada,\N
2819,3715,2024-02-25,personal,2876.61,36,consumo,862,6.58,aprobada,\N
2820,3716,2025-08-22,personal,7005.29,48,reforma,743,6.1,aprobada,\N
2821,3717,2026-04-22,vehiculo,19285.54,36,consumo,684,36.72,aprobada,\N
2822,3717,2024-12-31,hipotecario,143554.71,360,liquidez,694,30.58,aprobada,\N
2823,3719,2023-03-27,hipotecario,267481.91,360,vivienda,547,57.64,rechazada,score_crediticio_bajo
2824,3723,2025-03-22,personal,17717.62,36,reforma,774,13.89,aprobada,\N
2825,3723,2023-04-10,personal,18906.66,24,liquidez,768,15.31,aprobada,\N
2826,3724,2023-06-11,personal,5954.11,48,vehiculo,782,30.48,aprobada,\N
2827,3725,2026-02-12,personal,5898.02,60,vivienda,784,14.96,aprobada,\N
2828,3727,2023-10-11,personal,16242.69,60,liquidez,739,0,aprobada,\N
2829,3728,2025-06-08,personal,24621.9,36,liquidez,697,38.65,rechazada,ingresos_insuficientes
2830,3732,2024-11-19,personal,8119.73,48,vehiculo,711,31.91,aprobada,\N
2831,3732,2024-02-24,vehiculo,39613.63,36,liquidez,746,13.23,aprobada,\N
2832,3734,2024-10-29,hipotecario,110657.73,180,liquidez,676,78.5,rechazada,endeudamiento_elevado
2833,3734,2023-08-19,personal,15111.88,36,vehiculo,809,17.16,aprobada,\N
2834,3734,2024-10-15,vehiculo,23750.18,36,vivienda,792,47.89,aprobada,\N
2835,3735,2023-02-19,hipotecario,297614.44,180,vehiculo,691,50.32,rechazada,criterios_riesgo
2836,3735,2023-12-22,vehiculo,18074.73,48,consumo,677,30.52,aprobada,\N
2837,3737,2026-05-11,vehiculo,35573.51,72,consumo,709,27.52,aprobada,\N
2838,3739,2025-03-06,vehiculo,27323.53,84,vivienda,760,21.59,aprobada,\N
2839,3739,2024-08-17,personal,3458.28,12,reforma,777,24.46,aprobada,\N
2840,3740,2024-09-15,personal,6065.38,24,consumo,823,17.26,aprobada,\N
2841,3743,2026-05-26,personal,29404.65,60,reforma,641,31.0,aprobada,\N
2842,3744,2025-07-31,personal,14996.44,12,consumo,624,45.51,rechazada,ingresos_insuficientes
2843,3746,2023-05-10,personal,14624.75,48,consumo,796,31.1,aprobada,\N
2844,3746,2025-06-28,personal,12905.87,24,consumo,780,33.65,aprobada,\N
2845,3748,2026-01-04,personal,7225.06,48,vivienda,707,33.87,aprobada,\N
2846,3748,2023-12-13,hipotecario,141429.62,240,liquidez,683,39.96,aprobada,\N
2847,3750,2023-01-27,personal,20297.31,48,liquidez,790,19.36,aprobada,\N
2848,3753,2023-02-09,personal,10435.07,60,consumo,621,56.59,rechazada,endeudamiento_elevado
2849,3753,2023-04-20,personal,23922.86,60,vivienda,623,12.75,aprobada,\N
2850,3754,2023-06-16,hipotecario,282093.17,240,vivienda,625,56.41,rechazada,endeudamiento_elevado
2851,3754,2024-05-13,personal,6970.39,48,liquidez,646,5.67,aprobada,\N
2852,3754,2023-09-12,personal,19928.6,24,liquidez,671,34.34,aprobada,\N
2853,3757,2026-06-29,vehiculo,33217.61,84,liquidez,684,20.0,aprobada,\N
2854,3758,2024-10-13,personal,21958.1,36,vivienda,877,36.94,aprobada,\N
2855,3759,2023-03-09,personal,5398.21,60,reforma,807,31.83,aprobada,\N
2856,3762,2025-11-08,hipotecario,135093.72,360,vivienda,677,32.99,rechazada,criterios_riesgo
2857,3764,2025-12-19,vehiculo,43468.89,48,consumo,506,40.56,rechazada,score_crediticio_bajo
2858,3765,2025-12-28,vehiculo,13704.81,84,vivienda,743,37.35,aprobada,\N
2859,3766,2023-03-29,personal,4463.97,36,consumo,765,19.64,aprobada,\N
2860,3768,2024-08-14,personal,15870.97,24,vivienda,573,0,rechazada,score_crediticio_bajo
2861,3770,2025-05-03,personal,9157.84,48,vehiculo,683,10.48,aprobada,\N
2862,3770,2023-08-18,personal,15094.8,48,vehiculo,711,32.36,aprobada,\N
2863,3771,2026-05-31,personal,11836.05,36,vehiculo,793,30.89,aprobada,\N
2864,3771,2026-04-18,personal,1904.26,12,liquidez,819,41.64,aprobada,\N
2865,3774,2025-12-17,personal,19126.57,36,liquidez,772,29.72,aprobada,\N
2866,3776,2026-06-30,vehiculo,14003.87,60,liquidez,763,33.65,aprobada,\N
2867,3777,2026-03-03,vehiculo,30083.68,36,consumo,655,1.31,rechazada,ingresos_insuficientes
2868,3777,2023-04-11,personal,7909.97,24,vivienda,704,21.97,rechazada,ingresos_insuficientes
2869,3777,2023-09-02,hipotecario,238245.71,360,reforma,583,69.56,rechazada,score_crediticio_bajo
2870,3779,2026-01-23,personal,4536.06,48,vehiculo,719,38.74,aprobada,\N
2871,3782,2026-03-09,personal,26299.6,48,vivienda,792,43.61,aprobada,\N
2872,3783,2023-08-28,personal,13354.9,24,vivienda,728,28.53,aprobada,\N
2873,3784,2023-08-07,vehiculo,39337.62,60,liquidez,738,24.02,aprobada,\N
2874,3787,2025-11-09,vehiculo,37804.43,48,consumo,756,24.49,aprobada,\N
2875,3787,2024-09-17,personal,11649.91,36,reforma,774,11.75,aprobada,\N
2876,3788,2026-05-30,personal,23859.84,24,liquidez,741,22.81,aprobada,\N
2877,3791,2026-03-24,hipotecario,288595.36,300,vehiculo,783,33.63,aprobada,\N
2878,3792,2024-06-13,personal,15923.46,36,vehiculo,831,22.5,aprobada,\N
2879,3794,2023-01-18,vehiculo,29521.33,36,consumo,674,42.68,aprobada,\N
2880,3795,2026-01-29,vehiculo,42311.89,36,consumo,775,25.66,aprobada,\N
2881,3796,2024-03-21,vehiculo,39594.69,36,vehiculo,680,12.79,aprobada,\N
2882,3799,2024-11-20,hipotecario,242109.75,360,vehiculo,843,37.73,aprobada,\N
2883,3800,2026-03-10,personal,14382.81,48,vivienda,724,15.42,aprobada,\N
2884,3800,2026-03-06,personal,18660.95,36,consumo,738,25.02,aprobada,\N
2885,3804,2025-04-07,personal,20222.32,48,consumo,704,23.03,aprobada,\N
2886,3806,2023-02-05,vehiculo,29565.76,48,liquidez,482,53.74,rechazada,score_crediticio_bajo
2887,3807,2025-07-24,personal,23861.16,60,reforma,703,36.3,aprobada,\N
2888,3808,2024-05-03,personal,15266.0,60,reforma,714,35.07,aprobada,\N
2889,3808,2026-05-01,vehiculo,20857.27,72,vehiculo,716,12.3,aprobada,\N
2890,3809,2024-11-27,personal,13339.73,12,consumo,508,56.8,rechazada,score_crediticio_bajo
2891,3810,2023-11-08,vehiculo,32166.37,36,vehiculo,769,37.03,aprobada,\N
2892,3813,2025-07-30,vehiculo,18917.35,84,vehiculo,686,18.41,aprobada,\N
2893,3814,2024-11-15,personal,24738.32,60,liquidez,708,34.72,aprobada,\N
2894,3814,2025-09-21,vehiculo,8897.37,60,reforma,755,24.95,aprobada,\N
2895,3815,2025-07-01,vehiculo,9482.28,84,vehiculo,591,45.72,rechazada,score_crediticio_bajo
2896,3818,2025-08-21,personal,13318.56,60,vivienda,657,31.76,aprobada,\N
2897,3818,2025-07-03,vehiculo,42475.27,72,vivienda,698,16.79,aprobada,\N
2898,3818,2025-06-09,personal,26616.42,36,reforma,711,1.53,aprobada,\N
2899,3819,2025-06-03,hipotecario,298874.57,300,consumo,679,49.01,rechazada,criterios_riesgo
2900,3820,2026-06-23,personal,20167.58,36,vehiculo,705,43.25,aprobada,\N
2901,3823,2023-11-09,vehiculo,16501.66,36,liquidez,662,11.56,aprobada,\N
2902,3824,2023-02-27,personal,11632.1,36,reforma,463,61.72,rechazada,score_crediticio_bajo
2903,3828,2024-12-24,vehiculo,8463.32,48,liquidez,675,35.5,aprobada,\N
2904,3829,2026-04-12,personal,19794.34,36,consumo,707,44.27,aprobada,\N
2905,3831,2025-08-24,personal,2033.54,48,reforma,677,36.65,rechazada,ingresos_insuficientes
2906,3833,2025-03-26,personal,28416.28,12,consumo,676,34.45,aprobada,\N
2907,3835,2023-05-17,vehiculo,10463.58,60,consumo,640,45.53,rechazada,ingresos_insuficientes
2908,3836,2024-09-18,personal,23982.02,60,vehiculo,727,20.06,aprobada,\N
2909,3837,2026-02-01,personal,21501.66,24,consumo,521,60.55,rechazada,score_crediticio_bajo
2910,3838,2025-10-12,vehiculo,30252.64,48,vivienda,737,33.74,aprobada,\N
2911,3839,2026-04-28,vehiculo,32893.73,48,vivienda,796,12.46,aprobada,\N
2912,3841,2025-06-13,hipotecario,239989.57,360,reforma,763,22.46,aprobada,\N
2913,3842,2025-04-07,personal,21389.44,12,reforma,686,14.31,aprobada,\N
2914,3843,2023-06-10,hipotecario,236848.75,360,vehiculo,744,23.9,aprobada,\N
2915,3843,2024-11-08,vehiculo,31694.67,72,reforma,729,43.69,aprobada,\N
2916,3844,2023-02-10,vehiculo,37374.86,84,reforma,793,39.31,aprobada,\N
2917,3844,2026-01-08,personal,11824.97,60,reforma,729,25.79,aprobada,\N
2918,3845,2026-03-04,personal,18268.86,12,vivienda,730,23.08,aprobada,\N
2919,3847,2023-05-05,vehiculo,39699.03,36,consumo,831,36.25,aprobada,\N
2920,3848,2025-07-12,personal,24985.84,60,reforma,606,23.26,rechazada,score_crediticio_bajo
2921,3848,2025-08-22,hipotecario,158985.77,300,liquidez,631,45.65,aprobada,\N
2922,3849,2024-04-14,vehiculo,32561.92,60,liquidez,470,59.78,rechazada,score_crediticio_bajo
2923,3849,2026-03-30,personal,21028.49,12,vivienda,554,42.28,rechazada,score_crediticio_bajo
2924,3851,2025-09-03,personal,26432.5,24,consumo,651,24.51,aprobada,\N
2925,3852,2024-07-08,personal,17041.85,60,consumo,772,21.1,aprobada,\N
2926,3853,2025-07-15,hipotecario,213281.5,240,vivienda,779,52.33,aprobada,\N
2927,3854,2024-03-11,personal,23352.97,12,liquidez,740,40.31,aprobada,\N
2928,3855,2023-05-02,personal,29713.66,48,liquidez,561,45.48,rechazada,score_crediticio_bajo
2929,3856,2024-04-09,vehiculo,21251.91,84,liquidez,771,27.79,aprobada,\N
2930,3858,2024-05-27,personal,14655.41,48,vehiculo,703,40.42,aprobada,\N
2931,3860,2024-11-29,personal,29379.24,48,liquidez,776,17.35,aprobada,\N
2932,3861,2025-12-20,personal,9477.77,12,liquidez,719,35.51,aprobada,\N
2933,3861,2025-02-19,personal,16596.25,48,liquidez,713,12.15,aprobada,\N
2934,3862,2024-06-28,personal,5419.81,24,vehiculo,815,23.61,aprobada,\N
2935,3864,2025-08-16,vehiculo,25364.12,36,vivienda,737,27.09,aprobada,\N
2936,3864,2024-06-12,personal,24378.73,24,vehiculo,750,36.3,aprobada,\N
2937,3865,2025-06-14,personal,8567.93,60,liquidez,747,19.63,aprobada,\N
2938,3866,2023-12-14,personal,22172.61,24,vehiculo,726,28.95,aprobada,\N
2939,3869,2023-10-01,vehiculo,41171.17,60,consumo,670,17.72,aprobada,\N
2940,3869,2025-05-23,personal,11642.8,12,vehiculo,679,25.3,aprobada,\N
2941,3870,2025-08-03,vehiculo,27245.76,48,vehiculo,659,38.57,aprobada,\N
2942,3874,2025-09-09,personal,2968.4,36,reforma,682,14.92,aprobada,\N
2943,3875,2026-01-07,personal,2007.54,60,vehiculo,755,21.4,aprobada,\N
2944,3875,2025-08-30,personal,25641.63,12,vehiculo,799,0,aprobada,\N
2945,3877,2024-10-24,personal,21278.45,24,reforma,775,38.02,aprobada,\N
2946,3878,2025-07-09,personal,23464.15,48,liquidez,786,35.12,aprobada,\N
2947,3878,2025-09-29,vehiculo,30617.63,60,liquidez,742,29.57,aprobada,\N
2948,3880,2026-03-19,personal,11052.27,48,reforma,677,11.04,aprobada,\N
2949,3883,2023-07-14,personal,1759.8,24,reforma,719,15.83,aprobada,\N
2950,3884,2024-05-13,personal,29006.24,12,reforma,708,17.31,aprobada,\N
2951,3885,2023-05-31,vehiculo,18912.15,60,liquidez,723,24.97,aprobada,\N
2952,3885,2024-02-08,personal,26604.08,24,consumo,697,35.74,aprobada,\N
2953,3887,2023-08-03,personal,7782.99,36,vehiculo,681,20.76,aprobada,\N
2954,3890,2025-08-09,personal,16638.44,24,vehiculo,849,8.03,aprobada,\N
2955,3892,2024-12-29,vehiculo,18550.45,48,reforma,705,59.38,rechazada,endeudamiento_elevado
2956,3893,2024-12-16,personal,25462.97,24,reforma,598,48.68,rechazada,score_crediticio_bajo
2957,3893,2024-08-25,personal,16190.76,24,vivienda,653,40.21,rechazada,ingresos_insuficientes
2958,3894,2024-11-27,personal,15275.6,48,vehiculo,589,29.65,rechazada,score_crediticio_bajo
2959,3894,2024-03-11,vehiculo,16868.93,72,vivienda,600,30.06,rechazada,score_crediticio_bajo
2960,3896,2024-03-02,personal,5914.06,60,vivienda,692,33.88,aprobada,\N
2961,3897,2023-07-08,vehiculo,18121.3,48,consumo,768,21.01,aprobada,\N
2962,3897,2025-07-18,vehiculo,21847.05,84,vehiculo,730,25.39,aprobada,\N
2963,3898,2026-01-08,personal,6966.49,48,consumo,738,35.3,aprobada,\N
2964,3898,2026-03-13,personal,19724.69,48,vivienda,772,18.95,aprobada,\N
2965,3899,2025-08-12,vehiculo,20632.31,36,vivienda,687,14.18,aprobada,\N
2966,3901,2026-02-28,hipotecario,296499.26,300,vehiculo,600,57.82,rechazada,score_crediticio_bajo
2967,3903,2024-07-12,vehiculo,25445.08,36,consumo,755,12.63,aprobada,\N
2968,3903,2023-01-26,personal,13282.04,24,vivienda,781,12.24,aprobada,\N
2969,3904,2024-05-04,personal,9194.29,60,vivienda,707,25.05,aprobada,\N
2970,3905,2026-06-16,hipotecario,192021.53,300,liquidez,785,17.92,rechazada,criterios_riesgo
2971,3906,2026-06-24,vehiculo,26892.42,72,reforma,728,14.17,aprobada,\N
2972,3907,2026-02-21,personal,29762.04,12,consumo,703,33.04,aprobada,\N
2973,3908,2026-05-25,personal,22105.7,48,liquidez,669,28.99,aprobada,\N
2974,3909,2024-06-02,personal,2788.69,48,vehiculo,630,32.28,aprobada,\N
2975,3912,2026-01-18,personal,21451.78,24,consumo,571,22.81,rechazada,score_crediticio_bajo
2976,3913,2023-01-20,hipotecario,178536.19,300,liquidez,721,19.22,aprobada,\N
2977,3921,2023-10-29,vehiculo,32852.19,36,vivienda,778,33.48,aprobada,\N
2978,3922,2026-02-11,personal,7607.3,48,consumo,738,31.37,aprobada,\N
2979,3922,2026-02-18,hipotecario,179620.47,180,reforma,745,49.28,rechazada,criterios_riesgo
2980,3923,2025-04-29,vehiculo,26333.02,84,vivienda,762,2.28,aprobada,\N
2981,3925,2025-11-18,vehiculo,19247.73,84,vehiculo,720,26.35,aprobada,\N
2982,3929,2024-08-23,personal,6352.72,36,vehiculo,600,55.82,rechazada,score_crediticio_bajo
2983,3931,2025-02-11,personal,14716.58,48,consumo,714,14.67,aprobada,\N
2984,3934,2025-04-12,vehiculo,40479.76,84,vivienda,732,37.01,aprobada,\N
2985,3934,2025-02-18,vehiculo,30569.99,72,vehiculo,730,34.24,aprobada,\N
2986,3934,2026-05-31,personal,21996.3,60,liquidez,758,16.81,aprobada,\N
2987,3936,2024-07-29,vehiculo,44108.59,72,vivienda,665,54.58,rechazada,ingresos_insuficientes
2988,3937,2026-06-05,vehiculo,28397.31,36,reforma,658,16.08,aprobada,\N
2989,3941,2024-07-11,vehiculo,18096.79,84,reforma,510,28.66,rechazada,score_crediticio_bajo
2990,3944,2023-12-04,personal,8707.99,48,reforma,830,20.87,aprobada,\N
2991,3945,2024-04-24,personal,24714.21,36,liquidez,704,16.22,rechazada,ingresos_insuficientes
2992,3946,2025-08-04,personal,20661.28,24,vivienda,648,2.23,aprobada,\N
2993,3947,2024-10-24,personal,24707.26,60,liquidez,659,24.65,aprobada,\N
2994,3948,2025-10-06,personal,2934.77,48,vivienda,732,27.67,aprobada,\N
2995,3950,2025-10-23,personal,11316.02,12,consumo,769,38.65,aprobada,\N
2996,3952,2024-05-23,personal,15757.61,48,consumo,757,26.37,aprobada,\N
2997,3956,2025-11-27,personal,10708.98,60,vivienda,806,20.59,aprobada,\N
2998,3956,2026-03-07,hipotecario,195454.76,300,consumo,815,19.57,aprobada,\N
2999,3957,2024-08-13,vehiculo,33865.92,48,reforma,795,43.19,aprobada,\N
3000,3959,2024-04-07,vehiculo,23566.84,48,vivienda,660,53.21,aprobada,\N
3001,3960,2024-08-04,hipotecario,93520.35,180,reforma,522,95,rechazada,score_crediticio_bajo
3002,3960,2023-09-30,vehiculo,40235.48,84,reforma,588,68.31,rechazada,score_crediticio_bajo
3003,3961,2024-09-13,hipotecario,232168.11,360,liquidez,648,60.4,rechazada,endeudamiento_elevado
3004,3961,2024-08-09,vehiculo,25213.34,72,liquidez,711,13.58,aprobada,\N
3005,3963,2026-03-21,personal,24473.99,60,liquidez,679,35.38,aprobada,\N
3006,3965,2026-02-17,vehiculo,25825.22,84,consumo,791,35.38,aprobada,\N
3007,3967,2025-07-24,personal,19586.06,12,reforma,842,25.83,aprobada,\N
3008,3967,2024-11-02,personal,5306.76,36,vivienda,810,43.81,aprobada,\N
3009,3968,2023-12-23,personal,14487.32,60,consumo,642,14.26,aprobada,\N
3010,3969,2024-04-29,personal,4996.56,24,reforma,760,38.38,aprobada,\N
3011,3970,2024-02-10,personal,8377.49,12,vivienda,814,38.72,aprobada,\N
3012,3970,2025-01-30,personal,11444.84,48,liquidez,775,7.45,aprobada,\N
3013,3971,2023-09-28,personal,20798.62,36,liquidez,675,36.52,aprobada,\N
3014,3972,2024-03-27,personal,13796.4,24,vehiculo,838,5.42,aprobada,\N
3015,3972,2026-02-08,personal,25618.38,48,liquidez,826,35.01,aprobada,\N
3016,3973,2024-10-17,hipotecario,211244.8,300,consumo,718,51.74,aprobada,\N
3017,3975,2026-06-22,personal,16525.48,12,vehiculo,781,0,aprobada,\N
3018,3976,2023-06-01,personal,12050.81,12,vivienda,711,34.4,aprobada,\N
3019,3979,2024-11-10,vehiculo,28272.73,72,vivienda,720,26.89,aprobada,\N
3020,3980,2024-03-12,personal,21549.01,12,vivienda,842,8.93,aprobada,\N
3021,3981,2023-06-13,personal,24795.58,36,vivienda,656,45.26,rechazada,ingresos_insuficientes
3022,3981,2024-03-25,personal,13714.4,48,reforma,670,54.75,rechazada,ingresos_insuficientes
3023,3981,2025-02-24,personal,20846.19,12,vivienda,653,29.03,rechazada,ingresos_insuficientes
3024,3982,2023-10-26,vehiculo,38488.08,48,consumo,588,39.46,rechazada,score_crediticio_bajo
3025,3983,2026-05-30,personal,17305.61,60,vivienda,762,24.53,aprobada,\N
3026,3984,2026-02-06,personal,16220.33,24,vivienda,714,34.48,aprobada,\N
3027,3986,2026-03-31,personal,18066.06,24,vehiculo,734,29.17,aprobada,\N
3028,3988,2024-06-01,personal,16163.26,48,reforma,810,31.35,aprobada,\N
3029,3988,2023-06-27,personal,7949.02,60,vivienda,761,31.01,aprobada,\N
3030,3988,2023-07-08,hipotecario,126362.79,180,vivienda,752,21.63,rechazada,criterios_riesgo
3031,3989,2025-12-23,personal,28377.72,24,consumo,616,41.32,aprobada,\N
3032,3990,2026-01-03,personal,22747.63,36,vivienda,686,45.13,aprobada,\N
3033,3990,2023-02-07,vehiculo,31609.37,84,reforma,726,36.32,aprobada,\N
3034,3992,2025-09-21,personal,17692.07,48,liquidez,665,19.51,aprobada,\N
3035,3994,2025-12-28,vehiculo,38383.06,72,liquidez,593,44.04,rechazada,score_crediticio_bajo
3036,3995,2026-01-09,personal,26685.21,24,liquidez,684,51.83,aprobada,\N
3037,3996,2023-08-25,personal,28557.34,36,vehiculo,711,18.15,aprobada,\N
3038,3998,2024-02-23,personal,13635.07,12,liquidez,758,7.27,aprobada,\N
3039,3998,2025-10-02,hipotecario,140437.72,300,vehiculo,748,25.64,rechazada,criterios_riesgo
3040,3998,2024-09-15,vehiculo,25509.37,60,vehiculo,773,27.69,aprobada,\N
3041,4000,2024-02-21,hipotecario,110824.12,300,vivienda,692,19.79,aprobada,\N
3042,4002,2026-06-30,personal,4045.9,60,reforma,783,26.48,aprobada,\N
3043,4003,2024-10-03,personal,3552.05,24,liquidez,666,29.58,aprobada,\N
3044,4005,2023-05-06,personal,12776.03,60,liquidez,739,20.72,aprobada,\N
3045,4007,2025-08-20,personal,24990.08,12,consumo,779,49.43,aprobada,\N
3046,4007,2026-03-23,hipotecario,105660.21,360,vivienda,781,26.56,aprobada,\N
3047,4007,2024-11-27,personal,15576.37,24,liquidez,752,20.05,aprobada,\N
3048,4008,2025-02-21,personal,28276.41,12,vehiculo,772,35.79,aprobada,\N
3049,4008,2026-01-02,personal,23524.72,60,vehiculo,743,7.13,aprobada,\N
3050,4009,2023-09-07,vehiculo,32300.42,36,vehiculo,831,46.2,aprobada,\N
3051,4011,2024-04-07,vehiculo,13714.0,48,vivienda,613,42.91,aprobada,\N
3052,4012,2024-07-20,personal,10437.9,36,consumo,742,25.38,aprobada,\N
3053,4014,2024-01-31,personal,25272.13,36,vehiculo,781,15.38,aprobada,\N
3054,4014,2025-02-14,personal,22704.96,48,liquidez,747,49.09,aprobada,\N
3055,4015,2024-03-01,hipotecario,159648.05,360,reforma,729,37.52,aprobada,\N
3056,4016,2025-03-19,vehiculo,33715.24,72,reforma,798,23.45,aprobada,\N
3057,4018,2024-05-27,vehiculo,8405.39,72,vivienda,538,25.58,rechazada,score_crediticio_bajo
3058,4020,2025-09-22,personal,7455.1,60,reforma,828,5.91,aprobada,\N
3059,4023,2026-03-11,personal,8205.56,48,vivienda,738,19.02,aprobada,\N
3060,4023,2026-06-30,personal,22627.99,24,liquidez,719,16.26,aprobada,\N
3061,4024,2024-11-03,personal,3249.12,48,vivienda,776,21.87,aprobada,\N
3062,4024,2024-12-19,personal,13637.3,24,liquidez,808,38.08,aprobada,\N
3063,4028,2026-03-24,personal,4043.18,24,reforma,727,40.1,aprobada,\N
3064,4032,2025-06-10,personal,21552.45,48,reforma,339,95,rechazada,score_crediticio_bajo
3065,4033,2025-05-04,personal,19093.99,12,reforma,706,16.74,aprobada,\N
3066,4034,2024-07-19,hipotecario,241413.12,300,vehiculo,659,27.0,aprobada,\N
3067,4035,2024-03-07,personal,18688.12,36,liquidez,685,19.09,aprobada,\N
3068,4035,2023-01-10,vehiculo,37695.54,36,liquidez,667,26.85,aprobada,\N
3069,4037,2023-02-04,hipotecario,283689.41,300,liquidez,645,72.13,rechazada,endeudamiento_elevado
3070,4038,2026-06-02,personal,16644.47,48,liquidez,595,23.43,rechazada,score_crediticio_bajo
3071,4041,2023-12-15,personal,18529.88,12,vivienda,796,33.58,aprobada,\N
3072,4043,2024-03-15,vehiculo,8456.28,36,consumo,764,41.38,aprobada,\N
3073,4043,2025-03-12,personal,26497.1,60,vivienda,722,35.77,aprobada,\N
3074,4045,2025-10-11,personal,16071.93,12,vivienda,693,37.86,aprobada,\N
3075,4045,2026-01-16,personal,21713.72,12,vivienda,717,24.69,aprobada,\N
3076,4046,2025-11-21,vehiculo,39711.21,48,consumo,666,20.99,aprobada,\N
3077,4048,2023-07-10,personal,20901.06,36,reforma,762,22.72,aprobada,\N
3078,4049,2023-01-09,personal,28857.95,36,vivienda,711,31.54,aprobada,\N
3079,4049,2025-04-21,vehiculo,16014.81,72,reforma,760,10.02,aprobada,\N
3080,4050,2024-07-03,personal,23925.13,12,liquidez,751,24.04,aprobada,\N
3081,4051,2023-06-04,personal,20357.35,12,reforma,584,40.57,rechazada,score_crediticio_bajo
3082,4051,2024-08-23,hipotecario,150851.31,360,liquidez,600,60.48,rechazada,score_crediticio_bajo
